object_id,host_photoz,host_photoz_error,length_scale,max_mag,pos_flux_ratio,max_flux_ratio_red,max_flux_ratio_blue,min_flux_ratio_red,min_flux_ratio_blue,max_dt,positive_width,negative_width,time_fwd_max_0.5,time_fwd_max_0.2,time_fwd_max_0.5_ratio_red,time_fwd_max_0.5_ratio_blue,time_fwd_max_0.2_ratio_red,time_fwd_max_0.2_ratio_blue,time_bwd_max_0.5,time_bwd_max_0.2,time_bwd_max_0.5_ratio_red,time_bwd_max_0.5_ratio_blue,time_bwd_max_0.2_ratio_red,time_bwd_max_0.2_ratio_blue,frac_s2n_5,frac_s2n_-5,frac_background,time_width_s2n_5,count_max_center,count_max_rise_20,count_max_rise_50,count_max_rise_100,count_max_fall_20,count_max_fall_50,count_max_fall_100,peak_frac_2,total_s2n,percentile_diff_10_50,percentile_diff_30_50,percentile_diff_70_50,percentile_diff_90_50,class
plasticc_000003285,0.182,0.008,4.836233044315253,-5.312760219549213,0.9082202403580765,0.4658300378635046,0.5791121089309933,0.36645298004466376,0.4718105580711471,6.0,34.44714071139233,29.621686704653655,30.0,38.0,0.4915254237288136,0.34782608695652173,0.49333333333333335,0.4492753623188406,8.0,10.0,0.6,0.42857142857142855,0.5833333333333334,0.4444444444444444,0.12156862745098039,0.0,0.8784313725490196,36.97469999999885,0,10,38,63,10,22,22,0.7532326143576227,284.77986881548156,-0.026989952046595857,-0.01026967206113226,0.019236437507159435,0.4057473436178852,42
plasticc_000003910,2.677,0.593,4.33138169102399,-4.997716948596219,0.9574344916870215,0.5656534767590052,0.23387982679007896,0.5311779834450904,0.4780734927173662,2.0,14.917749025346433,42.952350612442046,8.0,14.0,0.5,0.38461538461538464,0.5,0.5,5.0,6.0,0.5,0.4444444444444444,0.5714285714285714,0.5,0.03133903133903134,0.0,0.9658119658119658,21.283799999997427,10,25,40,45,17,49,86,0.45534921420815444,126.82202768969776,-0.022003934638120844,-0.007534030461095562,0.017065834272361344,0.04381983083408335,62
plasticc_000004132,0.055999999999999994,0.03,11.560496109895414,-5.870555074700853,0.9645652671911227,0.3896744112675826,0.43405242555987195,0.66230115405138,0.41264631103564164,-27.0,274.0553768415906,196.11560940337054,138.0,166.0,0.5322033898305085,0.5241379310344828,0.5513513513513514,0.5401662049861495,,,,,,,0.08547008547008547,0.0,0.8831908831908832,71.71760000000359,0,0,0,0,0,0,0,,152.20936800148303,-0.013475789606376451,-0.004797623357274003,0.005576767940327507,0.05198328958170205,42
plasticc_000004220,0.132,0.335,3.719372494230853,-6.350871527149478,0.9852071172436234,0.47805951098977734,0.629629427927422,0.6987414183977079,0.5846614514852054,6.0,39.993778944211876,75.49103748692797,38.0,43.0,0.5189873417721519,0.2830188679245283,0.5168539325842697,0.4625,11.0,13.0,0.45,0.21428571428571427,0.4583333333333333,0.2777777777777778,0.13675213675213677,0.0,0.8632478632478633,48.04179999999906,12,27,49,65,28,46,52,0.8330438307311137,757.9713944289558,-0.006008945888732856,-0.0012686465003053891,0.003014667009019506,0.5827022226881953,42
plasticc_000004389,0.221,0.9670000000000001,10.388816736411382,-5.3587212065567655,0.962212769234782,0.48008040775636296,0.27920877579229525,0.5993762446682921,0.6474964501169719,13.0,189.83261537382356,220.8620328260982,67.0,106.0,0.5179856115107914,0.5109489051094891,0.5,0.5288888888888889,98.0,142.0,0.5,0.45251396648044695,0.5034965034965035,0.4496124031007752,0.23137254901960785,0.0,0.7215686274509804,106.68470000000525,0,0,0,0,0,0,30,0.266990191500518,167.51771624408872,-0.02736242581726324,-0.016651191368674725,0.1053567389831907,0.2949944836253736,90
plasticc_000004595,0.6,0.013000000000000001,7.90950627881072,-5.145450790289615,0.9509539146315968,0.45284923052641235,0.3362239966848889,0.5922304776782908,0.5085080221191759,6.0,51.690262624246955,196.62096984185098,25.0,49.0,0.6031746031746031,0.375,0.5847457627118644,0.35526315789473684,15.0,20.0,0.53125,0.4230769230769231,0.5348837209302325,0.42857142857142855,0.14772727272727273,0.0,0.8295454545454546,69.88899999999558,5,27,49,76,18,38,38,0.2678978752090395,267.44560629058367,-0.039504817118722016,-0.0243566194374363,0.02337038718591665,0.5511277294965125,90
plasticc_000004819,0.287,0.008,7.338607606253701,-6.236791246010954,0.9754242650029469,0.3135245650342488,0.3895581376953019,0.5693549708342486,0.6536982819225357,-3.0,52.12555874158649,193.05194028586857,25.0,52.0,0.6527777777777778,0.34210526315789475,0.5702479338842975,0.2876712328767123,17.0,24.0,0.48484848484848486,0.5277777777777778,0.4782608695652174,0.5102040816326531,0.22121212121212122,0.0,0.7484848484848485,113.8724000000002,6,12,27,27,14,46,87,0.6870706279739593,385.6400222067809,-0.029430091809922065,-0.02246295242912754,0.014285242693417147,0.21122452598431912,90
plasticc_000005527,0.249,0.86,8.945191891803677,-6.489665654715454,0.97052699377308,0.6370782523993616,0.23205253812708562,0.8426833269077572,0.3896651432826741,-68.0,187.25479264828326,347.3113810330318,103.0,194.0,0.4521276595744681,0.47715736040609136,0.5881104033970276,0.4049079754601227,68.0,82.0,0.41379310344827586,0.48872180451127817,0.4421768707482993,0.6387665198237885,0.3125,0.07954545454545454,0.5284090909090909,871.7696999999971,0,10,47,83,0,0,0,0.6486230548205731,774.6497631997008,-0.02414378295402056,-0.018780951473013882,0.07044892402114783,0.6506496584147338,42
plasticc_000006180,0.26899999999999996,0.521,6.722634507626112,-5.784402671373615,0.96269954126048,0.3596572251584429,0.4779330335967392,0.5709889511570054,0.46137679269848303,2.0,45.04954644906097,87.1192228877492,19.0,42.0,0.6545454545454545,0.40625,0.5922330097087378,0.34375,13.0,18.0,0.48,0.4090909090909091,0.47058823529411764,0.41935483870967744,0.1787878787878788,0.0,0.7878787878787878,98.7896000000037,10,20,40,40,20,37,70,0.5775428529557605,339.98738380471633,-0.018489567880854037,-0.006947594340337565,0.00934881493700903,0.2757632500617767,90
plasticc_000006762,0.39799999999999996,0.013000000000000001,9.527905209344485,-3.3189369453832818,0.9089172787948523,0.5011348851260912,0.33623538333244773,0.545038002629561,0.45616690130726917,27.0,175.87435102838708,284.9507848521425,65.0,104.0,0.5075757575757576,0.4672131147540984,0.47738693467336685,0.4497354497354497,90.0,132.0,0.5027624309392266,0.4578313253012048,0.5074626865671642,0.4476987447698745,0.04261363636363636,0.0,0.9119318181818182,72.87940000000526,0,0,0,0,1,12,57,0.2674332729668542,39.115542527901574,-0.1701265074223845,-0.09810888938391893,0.09017263561816488,0.3316868198685201,90
plasticc_000006947,0.5670000000000001,0.018000000000000002,6.87824789528515,-4.696472123944628,0.8973590306078612,0.4540953791923777,0.3036879257973911,0.47592927380117966,0.46977342882568085,5.0,52.053514375093535,81.89065759888311,25.0,46.0,0.5192307692307693,0.5370370370370371,0.5157894736842106,0.5353535353535354,14.0,20.0,0.5483870967741935,0.46153846153846156,0.5454545454545454,0.4594594594594595,0.05757575757575758,0.0,0.9333333333333333,9.055999999996857,6,26,53,101,6,6,6,0.7609246964576044,153.51543759996397,-0.028976625966991867,-0.01859092303076923,0.030227075391990516,0.09674986834330623,90
plasticc_000007033,0.085,0.006999999999999999,6.68897922252137,-8.426198119748435,0.9967595134029301,0.4330814458551761,0.5247585579099703,0.7135282465142403,0.45419134106605047,5.0,46.00188027330678,96.4439593573255,36.0,55.0,0.5324675324675324,0.3684210526315789,0.5258620689655172,0.4270833333333333,9.0,13.0,0.5714285714285714,0.47058823529411764,0.5806451612903226,0.4583333333333333,0.20857142857142857,0.0,0.7857142857142857,62.95709999999963,10,30,62,86,27,51,51,0.8424270877342164,1470.4829823017815,-0.0011515579452769935,-0.0006615346398336774,0.0004907313622183156,0.5908295552927919,42
plasticc_000007164,0.424,0.028999999999999998,9.206857078111158,-5.488490082794881,0.9495705729585109,0.4265466803410444,0.4688962028976186,0.6259999130560465,0.37686958933007614,5.0,166.34350981113914,249.57228500864468,50.0,72.0,0.504950495049505,0.43820224719101125,0.5443037974683544,0.4098360655737705,93.0,167.0,0.5303030303030303,0.4972972972972973,0.5214899713467048,0.5,0.17045454545454544,0.0,0.7926136363636364,122.59830000000511,0,0,0,0,0,19,59,,277.3495392123524,-0.03207712770173718,-0.00944368774084204,0.03759090916995533,0.16424985849188248,90
plasticc_000007698,0.188,0.022000000000000002,10.822267523612826,-2.407725981078719,0.8890216764200211,0.4150437523826265,0.3607415826338994,0.5434924555817323,0.4570269316382678,13.0,287.9679299331219,494.19329420453516,97.0,147.0,0.5402843601895735,0.5380952380952381,0.5196078431372549,0.5180327868852459,204.0,,,,,,0.017045454545454544,0.0,0.9602272727272727,16.88930000000255,0,0,0,0,0,0,14,0.23430968139974032,28.11046319103897,-0.3497393561366641,-0.14318427335087433,0.16622210611509897,0.5135332580519258,90
plasticc_000007703,0.08199999999999999,0.226,9.894123792206871,-5.900202647776382,0.9742745168347744,0.5318861281977747,0.28333987591337784,0.5184606252951416,0.3565932487034696,20.0,165.58370222685352,242.49320869392784,62.0,101.0,0.4745762711864407,0.5267175572519084,0.4127906976744186,0.5167464114832536,93.0,136.0,0.5,0.46551724137931033,0.5036496350364964,0.4603174603174603,0.13714285714285715,0.0,0.8542857142857143,107.78629999999976,0,0,0,0,0,0,36,,284.6198720825066,-0.011854137321036552,-0.005091137483474624,0.014486449637907801,0.11820244061169252,62
plasticc_000008328,0.48100000000000004,0.297,5.4316162548306135,-2.5852278549415835,0.8641393683262127,0.3936893067707324,0.5973544090163949,0.5294301725044201,0.42367798452681454,3.0,47.591064101889664,101.04655356530057,17.0,29.0,0.5,0.46875,0.5,0.48214285714285715,11.0,15.0,0.5416666666666666,0.47619047619047616,0.53125,0.5,0.014245014245014245,0.0,0.9829059829059829,3.993799999996554,3,11,40,84,3,3,3,0.33615640117598117,30.643399913393925,-0.15330862410051682,-0.06297925380052488,0.0704746791765868,0.17987055018680448,90
plasticc_000008745,0.614,0.013000000000000001,5.765371546910796,-3.9899632907215836,0.9381393421275611,0.4613634530441476,0.3185001538460473,0.5311035866177753,0.5874183066993622,-1.0,29.954790281607796,110.41271986335276,14.0,24.0,0.5333333333333333,0.46153846153846156,0.5294117647058824,0.4666666666666667,9.0,12.0,0.55,0.5263157894736842,0.5555555555555556,0.52,0.014204545454545454,0.0,0.9772727272727273,0.03740000000107102,5,16,46,92,10,10,10,0.29637833992683327,58.40925948104011,-0.054115427171489164,-0.017407371774474323,0.0677146981111525,0.1412196745636817,90
plasticc_000009203,0.111,0.063,7.527710355211679,-6.982669781343176,0.9543696567927923,0.25805459555985166,0.5247843225249065,0.6483685181980773,0.34494127987862633,1.0,42.78860435001311,103.85842113478328,26.0,47.0,0.6578947368421053,0.35,0.6050420168067226,0.3380281690140845,14.0,20.0,0.48148148148148145,0.48148148148148145,0.47368421052631576,0.47368421052631576,0.16,0.0,0.8228571428571428,58.981800000001385,11,11,32,57,26,52,52,0.71726966984471,808.7753688811741,-0.004495836916651792,-0.002593689606618127,0.001898710985707347,0.39392685129026067,90
plasticc_000009936,0.07200000000000001,0.039,9.876717632628006,-4.988862679371707,0.9735602708712725,0.5874367817000223,0.2642880580757506,0.6542884293872744,0.3681367017981389,73.0,231.50715271002173,162.71618244383495,70.0,96.0,0.4573643410852713,0.554140127388535,0.4514285714285714,0.5949367088607594,134.0,240.0,0.49049429657794674,0.524822695035461,0.4915254237288136,,0.09393939393939393,0.0,0.8878787878787879,85.88169999999809,0,0,0,0,0,0,21,0.2038398936718003,114.54619095149398,-0.03226354854658434,-0.013690461999513785,0.024028898043918584,0.12016066055368806,42
plasticc_000010337,0.672,0.009000000000000001,8.875112669733893,-4.0869069072725175,0.9573016971141044,0.4756303367285735,0.2962073150700173,0.6270204519805623,0.34756089045781136,28.0,125.34409472219102,126.58480203748223,34.0,48.0,0.5903614457831325,0.5405405405405406,0.6065573770491803,0.5247524752475248,74.0,130.0,0.5163398692810458,0.5099337748344371,0.5057034220532319,0.49612403100775193,0.06571428571428571,0.0,0.9171428571428571,46.005799999999,0,0,0,0,10,35,62,,69.10593146268893,-0.07432253182963847,-0.027427534310219735,0.037786383986953,0.22644988591557602,90
plasticc_000010478,0.223,0.2,7.72040695346526,-5.011101052861658,0.9573145039478972,0.4339327524727063,0.3551583919414066,0.5576242980846342,0.45288224289577184,7.0,60.22992825263933,119.8965796995585,24.0,41.0,0.5384615384615384,0.38461538461538464,0.5393258426966292,0.3880597014925373,18.0,27.0,0.5263157894736842,0.4375,0.5263157894736842,0.4489795918367347,0.12857142857142856,0.0,0.8685714285714285,40.03870000000461,15,31,42,77,31,36,36,0.44585130062494105,303.95293717351876,-0.0352670353135188,-0.019661009143716733,0.016604489159811102,0.5740086010435808,90
plasticc_000010798,0.187,0.012,10.079003268220047,-4.462881393908335,0.9151362927278865,0.5919913980364674,0.2292964040288771,0.5498674378670892,0.4415572337638495,51.0,175.90553206052306,188.5879815689816,69.0,97.0,0.48120300751879697,0.5337837837837838,0.48128342245989303,0.5630630630630631,103.0,152.0,0.5164319248826291,0.4635416666666667,0.5205047318611987,0.45126353790613716,0.07670454545454546,0.0,0.8892045454545454,58.838700000000244,0,0,0,0,0,10,41,0.20425528576565138,85.6467510736791,-0.03155852281679494,-0.013088090284498644,0.023420104774020345,0.23265127371203298,42
plasticc_000011359,0.142,0.006999999999999999,10.874241702987199,-5.767222578879835,0.9631988028335065,0.5019146592803813,0.30161545940211065,0.6772011923603439,0.33922853592866414,80.0,272.1355753616075,309.05718943952013,98.0,133.0,0.5050505050505051,0.5462962962962963,0.48249027237354086,0.5506756756756757,206.0,,0.5130023640661938,,,,0.22443181818181818,0.0,0.7443181818181818,122.62480000000505,0,0,0,0,0,0,29,,365.4268053440828,-0.025184513562933296,-0.00859522857383812,0.05156797044957958,0.5003745948157527,42
plasticc_000011507,0.509,0.07200000000000001,7.16526072127393,-6.021312113532401,0.9837559401128513,0.3295234858769967,0.469750509886677,0.6629543675918731,0.3172891681499437,0.0,53.56718779785779,86.90252829674075,22.0,51.0,0.5,0.4358974358974359,0.5952380952380952,0.34615384615384615,15.0,21.0,0.4642857142857143,0.4230769230769231,0.46153846153846156,0.43243243243243246,0.19428571428571428,0.0,0.8,90.875,5,17,30,30,16,37,73,0.547252890708235,521.2985871590118,-0.01505012600585453,-0.007790546439329332,0.007365767395611952,0.31911405049584285,90
plasticc_000011770,0.217,0.435,4.613829544989313,-4.529316748419411,0.9468891899501167,0.5970364993845361,0.17061449886871521,0.5092176220962632,0.6067996158364987,3.0,16.364009723655343,91.20580719542029,6.0,11.0,0.5714285714285714,0.45454545454545453,0.5416666666666666,0.42105263157894735,6.0,8.0,0.5,0.4,0.5,0.38461538461538464,0.03125,0.0,0.9630681818181818,11.839599999999336,11,28,55,93,16,21,21,0.5776655635911552,78.56743003567318,-0.03591738923688282,-0.016996033931842888,0.024657336431732096,0.07765229476631827,62
plasticc_000011978,0.46,0.018000000000000002,9.735282320242492,-2.5973383916764985,0.7989566405688879,0.5172855018761746,0.27443113029186733,0.48766348638440427,0.34434145586553705,46.0,193.8198024663182,306.5037252573991,67.0,117.0,0.541095890410959,0.5314685314685315,0.5084033613445378,0.47533632286995514,106.0,162.0,0.5046728971962616,0.511520737327189,0.5060975609756098,0.4873417721518987,0.017094017094017096,0.0,0.9515669515669516,40.90960000000632,0,0,0,0,0,14,57,0.3280978056048405,29.265872377984905,-0.24338795557481988,-0.12696584823332763,0.13826193811289056,0.4091400999553561,90
plasticc_000013079,2.447,1.043,8.220258285610035,-7.241250312636135,0.9774173956372689,0.39280080274097495,0.5255368916558111,0.4340395577072103,0.5449866878394977,-13.0,116.28643052378663,196.60135949490393,34.0,66.0,0.5211267605633803,0.4603174603174603,0.5570469798657718,0.37735849056603776,61.0,106.0,0.5040650406504065,0.49166666666666664,0.5,0.49523809523809526,0.2901960784313726,0.0,0.6941176470588235,129.67579999999725,0,0,0,0,0,16,54,0.38705772347357825,605.3405515396931,-0.006936344411346537,-0.004544024233996073,0.02009659387240493,0.22286524273243433,90
plasticc_000013194,0.562,0.284,7.45660992795067,-4.739843337669386,0.9078742303615396,0.45746574366867165,0.3790429707878269,0.4732805879365212,0.4797272837692063,6.0,39.805089076217044,195.4620990004203,21.0,33.0,0.6111111111111112,0.36363636363636365,0.6024096385542169,0.37735849056603776,13.0,18.0,0.5357142857142857,0.43478260869565216,0.5384615384615384,0.4375,0.1657142857142857,0.0,0.7885714285714286,90.9068000000043,10,21,36,36,27,59,99,0.36265085187432133,229.39291199282414,-0.04249287791851211,-0.02472172255044383,0.06276270588158832,0.3481127846631021,90
plasticc_000013459,0.345,0.6559999999999999,6.953897101445001,-5.606523016115455,0.9704453447071836,0.38574871566689617,0.3824038726392167,0.632037928519191,0.5393731510461458,3.0,45.32088845736112,121.94910189995984,21.0,44.0,0.5,0.4166666666666667,0.56,0.34328358208955223,13.0,18.0,0.5,0.4090909090909091,0.4857142857142857,0.4375,0.1803921568627451,0.0,0.803921568627451,88.87449999999808,3,13,39,39,13,31,54,0.4045347536202263,297.7240172099503,-0.030731198786576146,-0.01529023462508429,0.008446883682959108,0.38721540701461343,90
plasticc_000013482,0.312,0.021,9.204389991354175,-5.357077306471751,0.9428502588867751,0.4553030527596056,0.35040029762422087,0.5284695418820033,0.4306231775744078,18.0,139.3495142488037,190.44257202076182,43.0,74.0,0.5274725274725275,0.5274725274725275,0.475177304964539,0.4676258992805755,82.0,126.0,0.4906832298136646,0.4810126582278481,0.4898785425101215,0.4793388429752066,0.12727272727272726,0.0,0.8272727272727273,118.8148000000001,0,0,0,0,0,10,45,,164.25191249361995,-0.03379487992846526,-0.014600832449269366,0.028280792238679964,0.11661664183550233,90
plasticc_000013504,0.382,0.077,8.024922112642582,-4.448707588880949,0.9491258758377187,0.47500155429741303,0.3115107811778143,0.5294105080253347,0.3070539422786642,15.0,95.79343664555675,200.17199761872845,24.0,41.0,0.6,0.5384615384615384,0.6203703703703703,0.47435897435897434,51.0,92.0,0.5048543689320388,0.5188679245283019,0.5027027027027027,0.5132275132275133,0.05982905982905983,0.0,0.8774928774928775,43.78100000000268,0,0,0,0,5,25,67,,91.44137290825824,-0.04864862472804886,-0.020331738285369758,0.03663481657615157,0.16931817707961253,90
plasticc_000014398,0.263,1.058,11.1485135134938,-3.696754720842751,0.9524562662774646,0.47219780775371295,0.3411956965479363,0.7200894185545963,0.5435368377719577,57.0,288.76483503785096,449.61149723885444,113.0,159.0,0.5170940170940171,0.5533596837944664,0.49842271293375395,0.5417867435158501,,,,,,,0.05128205128205128,0.0,0.8831908831908832,65.78940000000148,0,0,0,0,0,0,0,,49.69639349792889,-0.11559352370895214,-0.06260011945689986,0.05541898272671297,0.21044823489678174,90
plasticc_000014601,0.365,0.2,10.302676003613218,-2.2447786866629684,0.8502608922621891,0.4637826486188323,0.25824983735938273,0.570169157028699,0.5042366186445963,30.0,182.97048990698414,598.0021549992018,73.0,120.0,0.532051282051282,0.496551724137931,0.5061728395061729,0.497907949790795,105.0,152.0,0.4951923076923077,0.453125,0.4950166112956811,0.45126353790613716,0.00909090909090909,0.0,0.9393939393939394,2.9861000000018976,0,0,0,0,0,12,50,,27.541973977577424,-0.38030242391263436,-0.14756323635040788,0.24258178278378614,0.5781580345018927,90
plasticc_000014674,0.057,0.418,9.667774494910528,-6.068800222129154,0.985241930597901,0.48426185968493834,0.3542933986447467,0.6890316767485842,0.34871625523910815,23.0,200.81913349551866,255.78017371215512,56.0,84.0,0.5294117647058824,0.5447154471544715,0.5029585798816568,0.5254237288135594,121.0,217.0,0.4979253112033195,0.5120967741935484,0.4965197215777262,0.5068181818181818,0.18787878787878787,0.0,0.7575757575757576,134.81199999999808,0,0,0,0,0,0,21,,221.68862333250723,-0.014173250008472093,-0.00482200138853219,0.030401053672808865,0.08865374473412156,90
plasticc_000014983,0.324,0.025,5.64609193361926,-5.539044113910981,0.9727554278427477,0.4335380082457063,0.4757399863686888,0.6153608125088975,0.48400615462631713,1.0,30.123764510249885,101.2221822364585,17.0,30.0,0.5142857142857142,0.5142857142857142,0.5081967213114754,0.5,9.0,13.0,0.5263157894736842,0.5,0.5357142857142857,0.48,0.03125,0.0,0.9573863636363636,7.04149999999936,0,22,48,93,0,0,0,,165.24480891859196,-0.018761811379468946,-0.005772852499327526,0.007671180105499963,0.022305054173115756,90
plasticc_000015002,0.35100000000000003,0.053,9.506640688325753,-6.0310334584663785,0.9764644891264093,0.3751115352106001,0.4461627489531685,0.6473592833968784,0.3967021167720977,-18.0,150.1830974393912,220.73709023694403,53.0,82.0,0.5619834710743802,0.4536082474226804,0.5543478260869565,0.41007194244604317,84.0,131.0,0.5,0.5144508670520231,0.48828125,0.5130111524163569,0.16193181818181818,0.0,0.7954545454545454,130.63290000000416,0,0,0,0,0,6,44,,191.6605231339602,-0.019159589969333243,-0.005497435920921497,0.010399961432657888,0.08686311508599782,90
plasticc_000015251,2.327,0.61,9.14452970250756,-4.687112756898887,0.9669353379270873,0.4716169399100818,0.3323960362005343,0.5138559348847721,0.39262402728103707,18.0,137.0921631126201,339.1244136645721,42.0,60.0,0.5578947368421052,0.5172413793103449,0.5588235294117647,0.4957983193277311,84.0,136.0,0.5029585798816568,0.48148148148148145,0.5036496350364964,0.4645669291338583,0.051515151515151514,0.0,0.9030303030303031,78.77369999999792,0,0,0,0,0,15,49,,87.72948585233976,-0.047911265392878544,-0.02143233127951748,0.02743108715143807,0.08113484937444557,90
